algorithm,episode,return,steps,success,epsilon,wall_hits,penalty_entries,locked_door_attempts,gate_blocks,key_collected,door_crossings,seed,epsilon_schedule,reward_mode
q_learning,257,57.0,104,1,0.48206174868814783,24,0,0,0,1,2,5,exponential,sparse
q_learning,258,26.0,144,1,0.48069500389239284,20,2,0,2,1,1,5,exponential,sparse
q_learning,259,-88.0,264,1,0.4793321341009123,58,2,0,0,1,1,5,exponential,sparse
q_learning,260,-278.5,441,0,0.47797312832726735,46,2,0,0,1,0,5,exponential,sparse
q_learning,261,42.0,104,1,0.47661797561616803,20,3,0,0,1,5,5,exponential,sparse
q_learning,262,64.0,94,1,0.4752666650433848,18,1,0,0,1,2,5,exponential,sparse
q_learning,263,-161.0,362,1,0.4739191857156605,60,5,0,0,1,7,5,exponential,sparse
q_learning,264,-403.5,441,0,0.47257552677062287,91,10,0,1,1,2,5,exponential,sparse
q_learning,265,-219.0,394,1,0.47123567737669647,102,2,0,0,1,3,5,exponential,sparse
q_learning,266,-398.0,441,0,0.46989962673301566,65,15,0,0,1,0,5,exponential,sparse
q_learning,267,36.0,124,1,0.4685673640693377,22,2,0,0,1,2,5,exponential,sparse
q_learning,268,-276.0,441,0,0.4672388786459553,49,1,0,0,1,0,5,exponential,sparse
q_learning,269,41.0,112,1,0.4659141597536109,32,0,0,0,1,6,5,exponential,sparse
q_learning,270,55.0,103,1,0.4645931967134097,21,1,0,0,1,1,5,exponential,sparse
q_learning,271,93.0,54,1,0.4632759788767337,10,1,0,2,1,1,5,exponential,sparse
q_learning,272,81.0,75,1,0.4619624956251562,13,1,0,0,1,1,5,exponential,sparse
q_learning,273,85.0,68,1,0.46065273637035553,8,2,0,0,1,1,5,exponential,sparse
q_learning,274,-358.5,441,0,0.45934669055403055,76,7,0,0,1,0,5,exponential,sparse
q_learning,275,29.0,143,1,0.45804434764781465,25,1,0,0,1,1,5,exponential,sparse
q_learning,276,40.0,86,1,0.4567456971531918,18,5,0,0,1,1,5,exponential,sparse
q_learning,277,-22.0,163,1,0.45545072860141095,43,3,0,0,1,1,5,exponential,sparse
q_learning,278,82.0,78,1,0.45415943155340255,16,0,0,0,1,1,5,exponential,sparse
q_learning,279,-264.0,434,1,0.4528717955996936,100,6,0,0,1,3,5,exponential,sparse
q_learning,280,-1.0,173,1,0.45158781036032436,35,1,0,0,1,2,5,exponential,sparse
q_learning,281,-286.0,441,0,0.4503074654847643,51,2,0,0,1,0,5,exponential,sparse
q_learning,282,-264.5,441,0,0.44903075065182896,46,0,0,0,1,1,5,exponential,sparse
q_learning,283,-84.0,245,1,0.4477576555695963,57,3,0,0,1,1,5,exponential,sparse
q_learning,284,-244.0,436,1,0.4464881699753242,86,6,0,0,1,3,5,exponential,sparse
q_learning,285,16.0,127,1,0.4452222836353676,25,4,0,0,1,1,5,exponential,sparse
q_learning,286,-348.5,441,0,0.44395998634509565,102,0,0,0,1,0,5,exponential,sparse
